LOOP,Tipo,Longitud,Nodos,Codigos,Bloque,ListaNodos
R077EX,Reinforcing (+),7,CULTURA Y MARCOS MENTALES → VISIÓN DE DIVISIÓN TERRITORIAL → CALIDAD DE LA PLANIFICACIÓN URBANA → PLANIFICACIÓN PARA LA BIODIVERSIDAD URBANA → HUERTOS URBANOS → EDUCACIÓN SOBRE EL MEDIO NATURAL → SENSIBILIZACIÓN Y CONCIENCIACIÓN DE LA POBLACIÓN,"GOB008 , GOB075 , MC010 , MC036 , MC098 , MC104 , GOB055",,"['CULTURA Y MARCOS MENTALES', 'VISIÓN DE DIVISIÓN TERRITORIAL', 'CALIDAD DE LA PLANIFICACIÓN URBANA', 'PLANIFICACIÓN PARA LA BIODIVERSIDAD URBANA', 'HUERTOS URBANOS', 'EDUCACIÓN SOBRE EL MEDIO NATURAL', 'SENSIBILIZACIÓN Y CONCIENCIACIÓN DE LA POBLACIÓN']"
R078EX,Reinforcing (+),7,CULTURA Y MARCOS MENTALES → VISIÓN DE DIVISIÓN TERRITORIAL → CALIDAD DE LA PLANIFICACIÓN URBANA → PLANIFICACIÓN PARA LA BIODIVERSIDAD URBANA → HUERTOS URBANOS → AGRICULTURA URBANA → SENSIBILIZACIÓN Y CONCIENCIACIÓN DE LA POBLACIÓN,"GOB008 , GOB075 , MC010 , MC036 , MC098 , ECC076 , GOB055",,"['CULTURA Y MARCOS MENTALES', 'VISIÓN DE DIVISIÓN TERRITORIAL', 'CALIDAD DE LA PLANIFICACIÓN URBANA', 'PLANIFICACIÓN PARA LA BIODIVERSIDAD URBANA', 'HUERTOS URBANOS', 'AGRICULTURA URBANA', 'SENSIBILIZACIÓN Y CONCIENCIACIÓN DE LA POBLACIÓN']"
B079EX,Balancing (-),6,CULTURA Y MARCOS MENTALES → PERCEPCIÓN DE “LO PÚBLICO” → ECONOMÍA COLABORATIVA → CONSUMO DE PRODUCTOS DE PROXIMIDAD Y DE TEMPORADA → AGRICULTURA URBANA → SENSIBILIZACIÓN Y CONCIENCIACIÓN DE LA POBLACIÓN,"GOB008 , GOB060 , ECC010 , ECC075 , ECC076 , GOB055",,"['CULTURA Y MARCOS MENTALES', 'PERCEPCIÓN DE “LO PÚBLICO”', 'ECONOMÍA COLABORATIVA', 'CONSUMO DE PRODUCTOS DE PROXIMIDAD Y DE TEMPORADA', 'AGRICULTURA URBANA', 'SENSIBILIZACIÓN Y CONCIENCIACIÓN DE LA POBLACIÓN']"
B080EX,Balancing (-),8,CULTURA Y MARCOS MENTALES → PERCEPCIÓN DE “LO PÚBLICO” → ECONOMÍA COLABORATIVA → CONSUMO DE PRODUCTOS DE PROXIMIDAD Y DE TEMPORADA → AGRICULTURA URBANA → SENSIBILIZACIÓN Y CONCIENCIACIÓN DE LA POBLACIÓN → ACCESIBILIDAD DE LA INFORMACIÓN PÚBLICA → TRANSPARENCIA Y RENDICIÓN DE CUENTAS,"GOB008 , GOB060 , ECC010 , ECC075 , ECC076 , GOB055 , OD008 , GOB004",,"['CULTURA Y MARCOS MENTALES', 'PERCEPCIÓN DE “LO PÚBLICO”', 'ECONOMÍA COLABORATIVA', 'CONSUMO DE PRODUCTOS DE PROXIMIDAD Y DE TEMPORADA', 'AGRICULTURA URBANA', 'SENSIBILIZACIÓN Y CONCIENCIACIÓN DE LA POBLACIÓN', 'ACCESIBILIDAD DE LA INFORMACIÓN PÚBLICA', 'TRANSPARENCIA Y RENDICIÓN DE CUENTAS']"
R081EX,Reinforcing (+),8,CULTURA Y MARCOS MENTALES → CALIDAD DE LOS PLANES Y POLÍTICAS → ADECUACIÓN DE LA POLÍTICA ECONÓMICA AL CONTEXTO LOCAL → GASTO PÚBLICO EN SERVICIOS BÁSICOS → PLANIFICACIÓN PARA LA BIODIVERSIDAD URBANA → HUERTOS URBANOS → EDUCACIÓN SOBRE EL MEDIO NATURAL → SENSIBILIZACIÓN Y CONCIENCIACIÓN DE LA POBLACIÓN,"GOB008 , GOB006 , EC023 , EC044 , MC036 , MC098 , MC104 , GOB055",,"['CULTURA Y MARCOS MENTALES', 'CALIDAD DE LOS PLANES Y POLÍTICAS', 'ADECUACIÓN DE LA POLÍTICA ECONÓMICA AL CONTEXTO LOCAL', 'GASTO PÚBLICO EN SERVICIOS BÁSICOS', 'PLANIFICACIÓN PARA LA BIODIVERSIDAD URBANA', 'HUERTOS URBANOS', 'EDUCACIÓN SOBRE EL MEDIO NATURAL', 'SENSIBILIZACIÓN Y CONCIENCIACIÓN DE LA POBLACIÓN']"
R082EX,Reinforcing (+),8,CULTURA Y MARCOS MENTALES → CALIDAD DE LOS PLANES Y POLÍTICAS → ADECUACIÓN DE LA POLÍTICA ECONÓMICA AL CONTEXTO LOCAL → GASTO PÚBLICO EN SERVICIOS BÁSICOS → PLANIFICACIÓN PARA LA BIODIVERSIDAD URBANA → HUERTOS URBANOS → AGRICULTURA URBANA → SENSIBILIZACIÓN Y CONCIENCIACIÓN DE LA POBLACIÓN,"GOB008 , GOB006 , EC023 , EC044 , MC036 , MC098 , ECC076 , GOB055",,"['CULTURA Y MARCOS MENTALES', 'CALIDAD DE LOS PLANES Y POLÍTICAS', 'ADECUACIÓN DE LA POLÍTICA ECONÓMICA AL CONTEXTO LOCAL', 'GASTO PÚBLICO EN SERVICIOS BÁSICOS', 'PLANIFICACIÓN PARA LA BIODIVERSIDAD URBANA', 'HUERTOS URBANOS', 'AGRICULTURA URBANA', 'SENSIBILIZACIÓN Y CONCIENCIACIÓN DE LA POBLACIÓN']"
R083EX,Reinforcing (+),8,CULTURA Y MARCOS MENTALES → CALIDAD DE LOS PLANES Y POLÍTICAS → ADECUACIÓN DE LA POLÍTICA ECONÓMICA AL CONTEXTO LOCAL → GASTO PÚBLICO EN SERVICIOS BÁSICOS → ESTADO DEL PARQUE EDIFICATORIO PÚBLICO → AUTONOMÍA PRESUPUESTARIA → FORTALEZA INSTITUCIONAL → SENSIBILIZACIÓN Y CONCIENCIACIÓN DE LA POBLACIÓN,"GOB008 , GOB006 , EC023 , EC044 , MC070 , EC026 , GOB005 , GOB055",,"['CULTURA Y MARCOS MENTALES', 'CALIDAD DE LOS PLANES Y POLÍTICAS', 'ADECUACIÓN DE LA POLÍTICA ECONÓMICA AL CONTEXTO LOCAL', 'GASTO PÚBLICO EN SERVICIOS BÁSICOS', 'ESTADO DEL PARQUE EDIFICATORIO PÚBLICO', 'AUTONOMÍA PRESUPUESTARIA', 'FORTALEZA INSTITUCIONAL', 'SENSIBILIZACIÓN Y CONCIENCIACIÓN DE LA POBLACIÓN']"
R084EX,Reinforcing (+),8,CULTURA Y MARCOS MENTALES → CALIDAD DE LOS PLANES Y POLÍTICAS → ADECUACIÓN DE LA POLÍTICA ECONÓMICA AL CONTEXTO LOCAL → GASTO PÚBLICO EN SERVICIOS BÁSICOS → ESTADO DEL PARQUE EDIFICATORIO PÚBLICO → AUTONOMÍA PRESUPUESTARIA → FORTALEZA INSTITUCIONAL → PARTICIPACIÓN EFECTIVA,"GOB008 , GOB006 , EC023 , EC044 , MC070 , EC026 , GOB005 , GOB009",,"['CULTURA Y MARCOS MENTALES', 'CALIDAD DE LOS PLANES Y POLÍTICAS', 'ADECUACIÓN DE LA POLÍTICA ECONÓMICA AL CONTEXTO LOCAL', 'GASTO PÚBLICO EN SERVICIOS BÁSICOS', 'ESTADO DEL PARQUE EDIFICATORIO PÚBLICO', 'AUTONOMÍA PRESUPUESTARIA', 'FORTALEZA INSTITUCIONAL', 'PARTICIPACIÓN EFECTIVA']"
R085EX,Reinforcing (+),6,CULTURA Y MARCOS MENTALES → CALIDAD DE LOS PLANES Y POLÍTICAS → ADECUACIÓN DE LA POLÍTICA ECONÓMICA AL CONTEXTO LOCAL → GASTO PÚBLICO EN ACTUACIONES DE CARÁCTER GENERAL → FORTALEZA INSTITUCIONAL → SENSIBILIZACIÓN Y CONCIENCIACIÓN DE LA POBLACIÓN,"GOB008 , GOB006 , EC023 , EC047 , GOB005 , GOB055",,"['CULTURA Y MARCOS MENTALES', 'CALIDAD DE LOS PLANES Y POLÍTICAS', 'ADECUACIÓN DE LA POLÍTICA ECONÓMICA AL CONTEXTO LOCAL', 'GASTO PÚBLICO EN ACTUACIONES DE CARÁCTER GENERAL', 'FORTALEZA INSTITUCIONAL', 'SENSIBILIZACIÓN Y CONCIENCIACIÓN DE LA POBLACIÓN']"
R086EX,Reinforcing (+),8,CULTURA Y MARCOS MENTALES → CALIDAD DE LOS PLANES Y POLÍTICAS → ADECUACIÓN DE LA POLÍTICA ECONÓMICA AL CONTEXTO LOCAL → GASTO PÚBLICO EN ACTUACIONES DE CARÁCTER GENERAL → FORTALEZA INSTITUCIONAL → SENSIBILIZACIÓN Y CONCIENCIACIÓN DE LA POBLACIÓN → ACCESIBILIDAD DE LA INFORMACIÓN PÚBLICA → TRANSPARENCIA Y RENDICIÓN DE CUENTAS,"GOB008 , GOB006 , EC023 , EC047 , GOB005 , GOB055 , OD008 , GOB004",,"['CULTURA Y MARCOS MENTALES', 'CALIDAD DE LOS PLANES Y POLÍTICAS', 'ADECUACIÓN DE LA POLÍTICA ECONÓMICA AL CONTEXTO LOCAL', 'GASTO PÚBLICO EN ACTUACIONES DE CARÁCTER GENERAL', 'FORTALEZA INSTITUCIONAL', 'SENSIBILIZACIÓN Y CONCIENCIACIÓN DE LA POBLACIÓN', 'ACCESIBILIDAD DE LA INFORMACIÓN PÚBLICA', 'TRANSPARENCIA Y RENDICIÓN DE CUENTAS']"
R087EX,Reinforcing (+),7,CULTURA Y MARCOS MENTALES → CALIDAD DE LOS PLANES Y POLÍTICAS → ADECUACIÓN DE LA POLÍTICA ECONÓMICA AL CONTEXTO LOCAL → GASTO PÚBLICO EN ACTUACIONES DE CARÁCTER GENERAL → FORTALEZA INSTITUCIONAL → CORRUPCIÓN → TRANSPARENCIA Y RENDICIÓN DE CUENTAS,"GOB008 , GOB006 , EC023 , EC047 , GOB005 , GOB026 , GOB004",,"['CULTURA Y MARCOS MENTALES', 'CALIDAD DE LOS PLANES Y POLÍTICAS', 'ADECUACIÓN DE LA POLÍTICA ECONÓMICA AL CONTEXTO LOCAL', 'GASTO PÚBLICO EN ACTUACIONES DE CARÁCTER GENERAL', 'FORTALEZA INSTITUCIONAL', 'CORRUPCIÓN', 'TRANSPARENCIA Y RENDICIÓN DE CUENTAS']"
R088EX,Reinforcing (+),8,CULTURA Y MARCOS MENTALES → CALIDAD DE LOS PLANES Y POLÍTICAS → ADECUACIÓN DE LA POLÍTICA ECONÓMICA AL CONTEXTO LOCAL → GASTO PÚBLICO EN ACTUACIONES DE CARÁCTER GENERAL → FORTALEZA INSTITUCIONAL → INCLUSIVIDAD DEL DATO → CALIDAD DE LA INFORMACIÓN Y DATOS PUESTOS A DISPOSICIÓN DE LA POBLACIÓN → SENSIBILIZACIÓN Y CONCIENCIACIÓN DE LA POBLACIÓN,"GOB008 , GOB006 , EC023 , EC047 , GOB005 , OD019 , OD015 , GOB055",,"['CULTURA Y MARCOS MENTALES', 'CALIDAD DE LOS PLANES Y POLÍTICAS', 'ADECUACIÓN DE LA POLÍTICA ECONÓMICA AL CONTEXTO LOCAL', 'GASTO PÚBLICO EN ACTUACIONES DE CARÁCTER GENERAL', 'FORTALEZA INSTITUCIONAL', 'INCLUSIVIDAD DEL DATO', 'CALIDAD DE LA INFORMACIÓN Y DATOS PUESTOS A DISPOSICIÓN DE LA POBLACIÓN', 'SENSIBILIZACIÓN Y CONCIENCIACIÓN DE LA POBLACIÓN']"
R089EX,Reinforcing (+),7,CULTURA Y MARCOS MENTALES → CALIDAD DE LOS PLANES Y POLÍTICAS → ADECUACIÓN DE LA POLÍTICA ECONÓMICA AL CONTEXTO LOCAL → GASTO PÚBLICO EN ACTUACIONES DE CARÁCTER GENERAL → FORTALEZA INSTITUCIONAL → COMUNICACIÓN EFECTIVA → TRANSPARENCIA Y RENDICIÓN DE CUENTAS,"GOB008 , GOB006 , EC023 , EC047 , GOB005 , GOB003 , GOB004",,"['CULTURA Y MARCOS MENTALES', 'CALIDAD DE LOS PLANES Y POLÍTICAS', 'ADECUACIÓN DE LA POLÍTICA ECONÓMICA AL CONTEXTO LOCAL', 'GASTO PÚBLICO EN ACTUACIONES DE CARÁCTER GENERAL', 'FORTALEZA INSTITUCIONAL', 'COMUNICACIÓN EFECTIVA', 'TRANSPARENCIA Y RENDICIÓN DE CUENTAS']"
R090EX,Reinforcing (+),7,CULTURA Y MARCOS MENTALES → CALIDAD DE LOS PLANES Y POLÍTICAS → ADECUACIÓN DE LA POLÍTICA ECONÓMICA AL CONTEXTO LOCAL → GASTO PÚBLICO EN ACTUACIONES DE CARÁCTER GENERAL → FORTALEZA INSTITUCIONAL → COMUNICACIÓN EFECTIVA → PARTICIPACIÓN EFECTIVA,"GOB008 , GOB006 , EC023 , EC047 , GOB005 , GOB003 , GOB009",,"['CULTURA Y MARCOS MENTALES', 'CALIDAD DE LOS PLANES Y POLÍTICAS', 'ADECUACIÓN DE LA POLÍTICA ECONÓMICA AL CONTEXTO LOCAL', 'GASTO PÚBLICO EN ACTUACIONES DE CARÁCTER GENERAL', 'FORTALEZA INSTITUCIONAL', 'COMUNICACIÓN EFECTIVA', 'PARTICIPACIÓN EFECTIVA']"
R091EX,Reinforcing (+),8,CULTURA Y MARCOS MENTALES → CALIDAD DE LOS PLANES Y POLÍTICAS → ADECUACIÓN DE LA POLÍTICA ECONÓMICA AL CONTEXTO LOCAL → GASTO PÚBLICO EN ACTUACIONES DE CARÁCTER GENERAL → FORTALEZA INSTITUCIONAL → COMUNICACIÓN EFECTIVA → PARTICIPACIÓN EFECTIVA → TRANSPARENCIA Y RENDICIÓN DE CUENTAS,"GOB008 , GOB006 , EC023 , EC047 , GOB005 , GOB003 , GOB009 , GOB004",,"['CULTURA Y MARCOS MENTALES', 'CALIDAD DE LOS PLANES Y POLÍTICAS', 'ADECUACIÓN DE LA POLÍTICA ECONÓMICA AL CONTEXTO LOCAL', 'GASTO PÚBLICO EN ACTUACIONES DE CARÁCTER GENERAL', 'FORTALEZA INSTITUCIONAL', 'COMUNICACIÓN EFECTIVA', 'PARTICIPACIÓN EFECTIVA', 'TRANSPARENCIA Y RENDICIÓN DE CUENTAS']"
R092EX,Reinforcing (+),7,CULTURA Y MARCOS MENTALES → CALIDAD DE LOS PLANES Y POLÍTICAS → ADECUACIÓN DE LA POLÍTICA ECONÓMICA AL CONTEXTO LOCAL → GASTO PÚBLICO EN ACTUACIONES DE CARÁCTER GENERAL → FORTALEZA INSTITUCIONAL → COMUNICACIÓN EFECTIVA → ACCESO A INFORMACIÓN,"GOB008 , GOB006 , EC023 , EC047 , GOB005 , GOB003 , GOB011",,"['CULTURA Y MARCOS MENTALES', 'CALIDAD DE LOS PLANES Y POLÍTICAS', 'ADECUACIÓN DE LA POLÍTICA ECONÓMICA AL CONTEXTO LOCAL', 'GASTO PÚBLICO EN ACTUACIONES DE CARÁCTER GENERAL', 'FORTALEZA INSTITUCIONAL', 'COMUNICACIÓN EFECTIVA', 'ACCESO A INFORMACIÓN']"
R093EX,Reinforcing (+),8,CULTURA Y MARCOS MENTALES → CALIDAD DE LOS PLANES Y POLÍTICAS → ADECUACIÓN DE LA POLÍTICA ECONÓMICA AL CONTEXTO LOCAL → GASTO PÚBLICO EN ACTUACIONES DE CARÁCTER GENERAL → FORTALEZA INSTITUCIONAL → CAPACIDAD TECNOLÓGICA Y DISPONIBILIDAD DE MEDIOS DE LA ENTIDAD → CALIDAD DE LA INFORMACIÓN Y DATOS PUESTOS A DISPOSICIÓN DE LA POBLACIÓN → SENSIBILIZACIÓN Y CONCIENCIACIÓN DE LA POBLACIÓN,"GOB008 , GOB006 , EC023 , EC047 , GOB005 , OD003 , OD015 , GOB055",,"['CULTURA Y MARCOS MENTALES', 'CALIDAD DE LOS PLANES Y POLÍTICAS', 'ADECUACIÓN DE LA POLÍTICA ECONÓMICA AL CONTEXTO LOCAL', 'GASTO PÚBLICO EN ACTUACIONES DE CARÁCTER GENERAL', 'FORTALEZA INSTITUCIONAL', 'CAPACIDAD TECNOLÓGICA Y DISPONIBILIDAD DE MEDIOS DE LA ENTIDAD', 'CALIDAD DE LA INFORMACIÓN Y DATOS PUESTOS A DISPOSICIÓN DE LA POBLACIÓN', 'SENSIBILIZACIÓN Y CONCIENCIACIÓN DE LA POBLACIÓN']"
R094EX,Reinforcing (+),7,CULTURA Y MARCOS MENTALES → CALIDAD DE LOS PLANES Y POLÍTICAS → ADECUACIÓN DE LA POLÍTICA ECONÓMICA AL CONTEXTO LOCAL → GASTO PÚBLICO EN ACTUACIONES DE CARÁCTER GENERAL → FORTALEZA INSTITUCIONAL → SEGURIDAD Y PRIVACIDAD DE LOS DATOS → TRANSPARENCIA Y RENDICIÓN DE CUENTAS,"GOB008 , GOB006 , EC023 , EC047 , GOB005 , OD004 , GOB004",,"['CULTURA Y MARCOS MENTALES', 'CALIDAD DE LOS PLANES Y POLÍTICAS', 'ADECUACIÓN DE LA POLÍTICA ECONÓMICA AL CONTEXTO LOCAL', 'GASTO PÚBLICO EN ACTUACIONES DE CARÁCTER GENERAL', 'FORTALEZA INSTITUCIONAL', 'SEGURIDAD Y PRIVACIDAD DE LOS DATOS', 'TRANSPARENCIA Y RENDICIÓN DE CUENTAS']"
R095EX,Reinforcing (+),7,CULTURA Y MARCOS MENTALES → CALIDAD DE LOS PLANES Y POLÍTICAS → ADECUACIÓN DE LA POLÍTICA ECONÓMICA AL CONTEXTO LOCAL → GASTO PÚBLICO EN ACTUACIONES DE CARÁCTER GENERAL → FORTALEZA INSTITUCIONAL → TRAZABILIDAD DE LOS DATOS → TRANSPARENCIA Y RENDICIÓN DE CUENTAS,"GOB008 , GOB006 , EC023 , EC047 , GOB005 , OD005 , GOB004",,"['CULTURA Y MARCOS MENTALES', 'CALIDAD DE LOS PLANES Y POLÍTICAS', 'ADECUACIÓN DE LA POLÍTICA ECONÓMICA AL CONTEXTO LOCAL', 'GASTO PÚBLICO EN ACTUACIONES DE CARÁCTER GENERAL', 'FORTALEZA INSTITUCIONAL', 'TRAZABILIDAD DE LOS DATOS', 'TRANSPARENCIA Y RENDICIÓN DE CUENTAS']"
R096EX,Reinforcing (+),8,CULTURA Y MARCOS MENTALES → CALIDAD DE LOS PLANES Y POLÍTICAS → ADECUACIÓN DE LA POLÍTICA ECONÓMICA AL CONTEXTO LOCAL → GASTO PÚBLICO EN ACTUACIONES DE CARÁCTER GENERAL → FORTALEZA INSTITUCIONAL → CALIDAD DE LA INFORMACIÓN Y DATOS PUESTOS A DISPOSICIÓN DE LA POBLACIÓN → ACCESIBILIDAD DE LA INFORMACIÓN PÚBLICA → TRANSPARENCIA Y RENDICIÓN DE CUENTAS,"GOB008 , GOB006 , EC023 , EC047 , GOB005 , OD015 , OD008 , GOB004",,"['CULTURA Y MARCOS MENTALES', 'CALIDAD DE LOS PLANES Y POLÍTICAS', 'ADECUACIÓN DE LA POLÍTICA ECONÓMICA AL CONTEXTO LOCAL', 'GASTO PÚBLICO EN ACTUACIONES DE CARÁCTER GENERAL', 'FORTALEZA INSTITUCIONAL', 'CALIDAD DE LA INFORMACIÓN Y DATOS PUESTOS A DISPOSICIÓN DE LA POBLACIÓN', 'ACCESIBILIDAD DE LA INFORMACIÓN PÚBLICA', 'TRANSPARENCIA Y RENDICIÓN DE CUENTAS']"
R097EX,Reinforcing (+),7,CULTURA Y MARCOS MENTALES → CALIDAD DE LOS PLANES Y POLÍTICAS → ADECUACIÓN DE LA POLÍTICA ECONÓMICA AL CONTEXTO LOCAL → GASTO PÚBLICO EN ACTUACIONES DE CARÁCTER GENERAL → FORTALEZA INSTITUCIONAL → CALIDAD DE LA INFORMACIÓN Y DATOS PUESTOS A DISPOSICIÓN DE LA POBLACIÓN → SENSIBILIZACIÓN Y CONCIENCIACIÓN DE LA POBLACIÓN,"GOB008 , GOB006 , EC023 , EC047 , GOB005 , OD015 , GOB055",,"['CULTURA Y MARCOS MENTALES', 'CALIDAD DE LOS PLANES Y POLÍTICAS', 'ADECUACIÓN DE LA POLÍTICA ECONÓMICA AL CONTEXTO LOCAL', 'GASTO PÚBLICO EN ACTUACIONES DE CARÁCTER GENERAL', 'FORTALEZA INSTITUCIONAL', 'CALIDAD DE LA INFORMACIÓN Y DATOS PUESTOS A DISPOSICIÓN DE LA POBLACIÓN', 'SENSIBILIZACIÓN Y CONCIENCIACIÓN DE LA POBLACIÓN']"
R098EX,Reinforcing (+),6,CULTURA Y MARCOS MENTALES → CALIDAD DE LOS PLANES Y POLÍTICAS → ADECUACIÓN DE LA POLÍTICA ECONÓMICA AL CONTEXTO LOCAL → GASTO PÚBLICO EN ACTUACIONES DE CARÁCTER GENERAL → FORTALEZA INSTITUCIONAL → PARTICIPACIÓN EFECTIVA,"GOB008 , GOB006 , EC023 , EC047 , GOB005 , GOB009",,"['CULTURA Y MARCOS MENTALES', 'CALIDAD DE LOS PLANES Y POLÍTICAS', 'ADECUACIÓN DE LA POLÍTICA ECONÓMICA AL CONTEXTO LOCAL', 'GASTO PÚBLICO EN ACTUACIONES DE CARÁCTER GENERAL', 'FORTALEZA INSTITUCIONAL', 'PARTICIPACIÓN EFECTIVA']"
R099EX,Reinforcing (+),7,CULTURA Y MARCOS MENTALES → CALIDAD DE LOS PLANES Y POLÍTICAS → ADECUACIÓN DE LA POLÍTICA ECONÓMICA AL CONTEXTO LOCAL → GASTO PÚBLICO EN ACTUACIONES DE CARÁCTER GENERAL → FORTALEZA INSTITUCIONAL → PARTICIPACIÓN EFECTIVA → TRANSPARENCIA Y RENDICIÓN DE CUENTAS,"GOB008 , GOB006 , EC023 , EC047 , GOB005 , GOB009 , GOB004",,"['CULTURA Y MARCOS MENTALES', 'CALIDAD DE LOS PLANES Y POLÍTICAS', 'ADECUACIÓN DE LA POLÍTICA ECONÓMICA AL CONTEXTO LOCAL', 'GASTO PÚBLICO EN ACTUACIONES DE CARÁCTER GENERAL', 'FORTALEZA INSTITUCIONAL', 'PARTICIPACIÓN EFECTIVA', 'TRANSPARENCIA Y RENDICIÓN DE CUENTAS']"
R100EX,Reinforcing (+),7,CULTURA Y MARCOS MENTALES → CALIDAD DE LOS PLANES Y POLÍTICAS → CALIDAD DE LA PLANIFICACIÓN URBANA → PLANIFICACIÓN PARA LA BIODIVERSIDAD URBANA → HUERTOS URBANOS → EDUCACIÓN SOBRE EL MEDIO NATURAL → SENSIBILIZACIÓN Y CONCIENCIACIÓN DE LA POBLACIÓN,"GOB008 , GOB006 , MC010 , MC036 , MC098 , MC104 , GOB055",,"['CULTURA Y MARCOS MENTALES', 'CALIDAD DE LOS PLANES Y POLÍTICAS', 'CALIDAD DE LA PLANIFICACIÓN URBANA', 'PLANIFICACIÓN PARA LA BIODIVERSIDAD URBANA', 'HUERTOS URBANOS', 'EDUCACIÓN SOBRE EL MEDIO NATURAL', 'SENSIBILIZACIÓN Y CONCIENCIACIÓN DE LA POBLACIÓN']"
R101EX,Reinforcing (+),7,CULTURA Y MARCOS MENTALES → CALIDAD DE LOS PLANES Y POLÍTICAS → CALIDAD DE LA PLANIFICACIÓN URBANA → PLANIFICACIÓN PARA LA BIODIVERSIDAD URBANA → HUERTOS URBANOS → AGRICULTURA URBANA → SENSIBILIZACIÓN Y CONCIENCIACIÓN DE LA POBLACIÓN,"GOB008 , GOB006 , MC010 , MC036 , MC098 , ECC076 , GOB055",,"['CULTURA Y MARCOS MENTALES', 'CALIDAD DE LOS PLANES Y POLÍTICAS', 'CALIDAD DE LA PLANIFICACIÓN URBANA', 'PLANIFICACIÓN PARA LA BIODIVERSIDAD URBANA', 'HUERTOS URBANOS', 'AGRICULTURA URBANA', 'SENSIBILIZACIÓN Y CONCIENCIACIÓN DE LA POBLACIÓN']"
B102EX,Balancing (-),8,CULTURA Y MARCOS MENTALES → ESCUCHA ACTIVA → PARTICIPACIÓN EFECTIVA → TRANSPARENCIA Y RENDICIÓN DE CUENTAS → INGRESOS DE LA ENTIDAD PÚBLICA → AUTONOMÍA PRESUPUESTARIA → FORTALEZA INSTITUCIONAL → SENSIBILIZACIÓN Y CONCIENCIACIÓN DE LA POBLACIÓN,"GOB008 , GOB017 , GOB009 , GOB004 , EC030 , EC026 , GOB005 , GOB055",,"['CULTURA Y MARCOS MENTALES', 'ESCUCHA ACTIVA', 'PARTICIPACIÓN EFECTIVA', 'TRANSPARENCIA Y RENDICIÓN DE CUENTAS', 'INGRESOS DE LA ENTIDAD PÚBLICA', 'AUTONOMÍA PRESUPUESTARIA', 'FORTALEZA INSTITUCIONAL', 'SENSIBILIZACIÓN Y CONCIENCIACIÓN DE LA POBLACIÓN']"
R103EX,Reinforcing (+),8,CULTURA Y MARCOS MENTALES → ESCUCHA ACTIVA → PARTICIPACIÓN EFECTIVA → TRANSPARENCIA Y RENDICIÓN DE CUENTAS → INGRESOS DE LA ENTIDAD PÚBLICA → CAPACIDAD ECONÓMICA DE LA ENTIDAD LOCAL (PRESUPUESTO) → FORTALEZA INSTITUCIONAL → SENSIBILIZACIÓN Y CONCIENCIACIÓN DE LA POBLACIÓN,"GOB008 , GOB017 , GOB009 , GOB004 , EC030 , EC029 , GOB005 , GOB055",,"['CULTURA Y MARCOS MENTALES', 'ESCUCHA ACTIVA', 'PARTICIPACIÓN EFECTIVA', 'TRANSPARENCIA Y RENDICIÓN DE CUENTAS', 'INGRESOS DE LA ENTIDAD PÚBLICA', 'CAPACIDAD ECONÓMICA DE LA ENTIDAD LOCAL (PRESUPUESTO)', 'FORTALEZA INSTITUCIONAL', 'SENSIBILIZACIÓN Y CONCIENCIACIÓN DE LA POBLACIÓN']"
R104EX,Reinforcing (+),8,CULTURA Y MARCOS MENTALES → ESCUCHA ACTIVA → PARTICIPACIÓN EFECTIVA → TRANSPARENCIA Y RENDICIÓN DE CUENTAS → FORTALEZA INSTITUCIONAL → INCLUSIVIDAD DEL DATO → CALIDAD DE LA INFORMACIÓN Y DATOS PUESTOS A DISPOSICIÓN DE LA POBLACIÓN → SENSIBILIZACIÓN Y CONCIENCIACIÓN DE LA POBLACIÓN,"GOB008 , GOB017 , GOB009 , GOB004 , GOB005 , OD019 , OD015 , GOB055",,"['CULTURA Y MARCOS MENTALES', 'ESCUCHA ACTIVA', 'PARTICIPACIÓN EFECTIVA', 'TRANSPARENCIA Y RENDICIÓN DE CUENTAS', 'FORTALEZA INSTITUCIONAL', 'INCLUSIVIDAD DEL DATO', 'CALIDAD DE LA INFORMACIÓN Y DATOS PUESTOS A DISPOSICIÓN DE LA POBLACIÓN', 'SENSIBILIZACIÓN Y CONCIENCIACIÓN DE LA POBLACIÓN']"
R105EX,Reinforcing (+),8,CULTURA Y MARCOS MENTALES → ESCUCHA ACTIVA → PARTICIPACIÓN EFECTIVA → TRANSPARENCIA Y RENDICIÓN DE CUENTAS → FORTALEZA INSTITUCIONAL → CAPACIDAD TECNOLÓGICA Y DISPONIBILIDAD DE MEDIOS DE LA ENTIDAD → CALIDAD DE LA INFORMACIÓN Y DATOS PUESTOS A DISPOSICIÓN DE LA POBLACIÓN → SENSIBILIZACIÓN Y CONCIENCIACIÓN DE LA POBLACIÓN,"GOB008 , GOB017 , GOB009 , GOB004 , GOB005 , OD003 , OD015 , GOB055",,"['CULTURA Y MARCOS MENTALES', 'ESCUCHA ACTIVA', 'PARTICIPACIÓN EFECTIVA', 'TRANSPARENCIA Y RENDICIÓN DE CUENTAS', 'FORTALEZA INSTITUCIONAL', 'CAPACIDAD TECNOLÓGICA Y DISPONIBILIDAD DE MEDIOS DE LA ENTIDAD', 'CALIDAD DE LA INFORMACIÓN Y DATOS PUESTOS A DISPOSICIÓN DE LA POBLACIÓN', 'SENSIBILIZACIÓN Y CONCIENCIACIÓN DE LA POBLACIÓN']"
